---,Level Text,Level Text Description,Audio,Block Camera?,Ogremon Event?,Player Transform,Partner Transform,Monitors,Item Spawn
MistyTrees4,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""668869C340287AE49322208243B6D63E"", ""Misty Trees"")","","Misty Trees","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=7050.000000,Y=5000.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025),Translation=(X=5550.000000,Y=7500.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=5000.000000,Y=4850.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=7050.000000,Y=5000.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=5550.000000,Y=7500.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=5000.000000,Y=4850.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
MistyTrees5,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""668869C340287AE49322208243B6D63E"", ""Misty Trees"")","","Misty Trees","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.258819,W=0.965926),Translation=(X=4200.000000,Y=5000.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.906308,W=0.422618),Translation=(X=7000.000000,Y=4900.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=5500.000000,Y=7300.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=4200.000000,Y=5000.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=7000.000000,Y=4900.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=5500.000000,Y=7300.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
MistyTrees6,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""668869C340287AE49322208243B6D63E"", ""Misty Trees"")","","Misty Trees","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=6100.000000,Y=3500.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=6200.000000,Y=8000.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=6100.000000,Y=3500.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=6200.000000,Y=8000.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
MistyTrees7,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""668869C340287AE49322208243B6D63E"", ""Misty Trees"")","","Misty Trees","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.965926,W=0.258819),Translation=(X=7000.000000,Y=6800.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=7000.000000,Y=6800.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
MonochromeShop,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""2826D914425259C285EC6DA656862D38"", ""Great Canyon"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""5EC943FC43403DD1EE267AAF15A4CE34"", ""Monochrome Shop"")","Monochrome Shop","True","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=200.000000,Y=200.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=200.000000,Y=200.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
MtInfinity1,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""66C46849462EBDF43A7EBFB32251DED8"", ""Mount Infinity"")","","Mt. Infinity","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=3500.000000,Y=1400.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=1300.000000,Y=4500.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=3500.000000,Y=1400.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=1300.000000,Y=4500.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""OmniDisk"",Transform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=1580.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
MtInfinity10,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""D36694B34FEDA5F46D6A9C83E2615934"", ""Mount Infinity"")","","Mt. Infinity","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=2800.000000,Y=1600.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-2800.000000,Y=1600.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=2800.000000,Y=1600.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-2800.000000,Y=1600.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""MPChip"",Transform=(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=-390.000000,Y=3200.000000,Z=10.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))),(Iten Name=""HPChip"",Transform=(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=340.000000,Y=3200.000000,Z=10.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
MtInfinity11,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""4E589CB94D23155DEDEA63B2961266FA"", ""Mount Infinity"")","","Mt. Infinity","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=3200.000000,Y=200.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-4400.000000,Y=200.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=3200.000000,Y=200.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-4400.000000,Y=200.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
MtInfinity2,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""B88C66ED48ABE331F69F8E86D9E95313"", ""Mount Infinity"")","","Mt. Infinity","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=400.000000,Y=2000.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-400.000000,Y=-1200.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=400.000000,Y=2000.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-400.000000,Y=-1200.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""LargeMP"",Transform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=-1200.000000,Y=400.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
MtInfinity3,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""FACA734B4F9054F4DEAB0C8864EA984D"", ""Mount Infinity"")","","Mt. Infinity","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=0.000000,Y=800.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-4800.000000,Y=3200.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=800.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-4800.000000,Y=3200.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""Omnipotent"",Transform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=-3090.000000,Y=820.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
MtInfinity4,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""45C695304EF3528FBA2B7986550A0467"", ""Mount Infinity"")","","Mt. Infinity","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=-4000.000000,Y=700.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=-4000.000000,Y=700.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-4000.000000,Y=700.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-4000.000000,Y=700.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""LargeMP"",Transform=(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=-3190.000000,Y=4020.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
MtInfinity5,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""7478C594485F05F1BAD243BE33AC06F0"", ""Mount Infinity"")","","Mt. Infinity","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=-4800.000000,Y=0.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-4000.000000,Y=3200.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-4800.000000,Y=0.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-4000.000000,Y=3200.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""MPChip"",Transform=(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-5670.000000,Y=3190.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
MtInfinity6,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""2BC06F6A4957A41DF1D4BE965B04A58C"", ""Mount Infinity"")","","Mt. Infinity","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=0.000000,Y=-2900.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=800.000000,Y=3440.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=-2900.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=800.000000,Y=3440.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""Sirloin"",Transform=(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=0.000000,Y=4250.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
MtInfinity7,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""1DA4F0E54221B6F274789B8D33D9421D"", ""Mount Infinity"")","","Mt. Infinity","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=2700.000000,Y=0.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=1100.000000,Y=1600.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=2700.000000,Y=0.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=1100.000000,Y=1600.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""AutoPilot"",Transform=(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=-2900.000000,Y=1600.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
MtInfinity8,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""2DE1426E4B87B37A686B6FA114F56E28"", ""Mount Infinity"")","","Mt. Infinity","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=70.000000,Y=1000.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=3270.000000,Y=-600.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=70.000000,Y=1000.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=3270.000000,Y=-600.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""DoubleFloppy"",Transform=(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-2300.000000,Y=200.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
MtInfinity9,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""9C980D464AC50D3940B10AADA915D387"", ""Mount Infinity"")","","Mt. Infinity","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=2100.000000,Y=2900.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=-1920.000000,Y=-2700.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=2100.000000,Y=2900.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-1920.000000,Y=-2700.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""SuperRecovery"",Transform=(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=-1920.000000,Y=2970.000000,Z=10.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
MtPanorama1,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""893216024722D3B8F5E1DF9E27F6DA10"", ""Mount Panorama"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""D46BD623405FD890D211E1AC15E52A08"", ""Path"")","Mt. Panorama","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-38990.000000,Y=18720.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=-39140.000000,Y=8980.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-38990.000000,Y=18720.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-39140.000000,Y=8980.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
MtPanorama2,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""E7ABBB3C49065099675CB7AE3D87D64D"", ""Mount Panorama"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""67DFB7A84CEBBB2A42E672906456DC45"", ""Spore Area"")","Mt. Panorama","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-38990.000000,Y=15860.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.984808,W=0.173648),Translation=(X=-37980.000000,Y=14070.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.500000,W=0.866025),Translation=(X=-40470.000000,Y=13510.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-38990.000000,Y=15860.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-37980.000000,Y=14070.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-40470.000000,Y=13510.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
MtPanorama3,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""81D14E884E41E61941CEB1B6FB09D208"", ""Mount Panorama"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""1FBB97D242BED6660C3F2EA1D46F2D6A"", ""Spore Area"")","Mt. Panorama","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-39300.000000,Y=15800.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=-39640.000000,Y=12500.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-39300.000000,Y=15800.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-39640.000000,Y=12500.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""MediumRecovery"",Transform=(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=-38800.000000,Y=14240.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))),(Iten Name=""MediumMP"",Transform=(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=-38800.000000,Y=14440.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))),(Iten Name=""Various"",Transform=(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=-38800.000000,Y=15320.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
MtPanorama4,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""2BF8B51648B14648700970B0CFFC2D39"", ""Mount Panorama"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""CF6CF3A640F6ECF678682C9B477EC7B7"", ""Plains"")","Mt. Panorama","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-35120.000000,Y=23300.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.819152,W=0.573576),Translation=(X=-29800.000000,Y=23300.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-37000.000000,Y=21000.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-35120.000000,Y=23300.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-29800.000000,Y=23300.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-37000.000000,Y=21000.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","","((Item Name=""DigiMushroom"",Chance=16,Location=(X=-33160.000000,Y=20950.000000,Z=200.000000)),(Item Name=""DigiMushroom"",Chance=8,Location=(X=-32610.000000,Y=19890.000000,Z=200.000000)),(Item Name=""HappyMushroom"",Chance=7,Location=(X=-31910.000000,Y=20790.000000,Z=200.000000)))"
MtPanorama5,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""2BF8B51648B14648700970B0CFFC2D39"", ""Mount Panorama"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""77CD439749AA5FE34FCE0FBD069772B1"", ""Path"")","Mt. Panorama","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=9600.000000,Y=6600.000000,Z=1600.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=2530.000000,Y=5820.000000,Z=300.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=9600.000000,Y=6600.000000,Z=1600.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=2530.000000,Y=5820.000000,Z=300.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
MtPanorama6,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""2BF8B51648B14648700970B0CFFC2D39"", ""Mount Panorama"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""7F9F27BA443CA502FA4984B22985F694"", ""Foot"")","Mt. Panorama","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.965926,W=0.258819),Translation=(X=25560.000000,Y=23400.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=23620.000000,Y=22580.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=25560.000000,Y=23400.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=23620.000000,Y=22580.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
