---,Name Text Normal,Name Text Romanized,Favorite Food,Level,Type,Speciality #1,Speciality #2,Speciality #3,Sleep Time,Training Preference,Sprite,Mesh,Animation,Material,Prefered Map ID,Default Weight,Energy Capacity,Energy Threshold,Energy Usage,Poop Size,Poop Timer,Height,AI Partner Distance,Scale,Head Bone,Mouth Bone,Chest Bone,Foot Bone Right,Foot Bone Left,Footstep Sound,Eat Sound,Attack Sound,Glad Sound,Down Sound,Feeding Time #1,Feeding Time #2,Feeding Time #3,Feeding Time #4,Feeding Time #5,Feeding Time #6,Feeding Time #7,Feeding Time #8,Enabled Technique #1,Enabled Technique #2,Enabled Technique #3,Enabled Technique #4,Enabled Technique #5,Enabled Technique #6,Enabled Technique #7,Enabled Technique #8,Enabled Technique #9,Enabled Technique #10,Enabled Technique #11,Enabled Technique #12,Enabled Technique #13,Enabled Technique #14,Enabled Technique #15,Enabled Technique #16,Default Technique,Finisher Index,Animation Attack Short,Animation Attack Long,Animation Attack Special 01,Animation Attack Special 02,Animation Damaged,Animation Guard,Animation Get Up,Animation Down,Animation Win / Glad,Animation Eat,Statsgain - HP,Statsgain - MP,Statsgain - Offense,Statsgain - Defense,Statsgain - Speed,Statsgain - Brains,Digivolution Requirement - Bonus,Digivolution Requirement - HP,Digivolution Requirement - MP,Digivolution Requirement - Offense,Digivolution Requirement - Defense,Digivolution Requirement - Speed,Digivolution Requirement - Brains,Digivolution Requirement - Care Mistakes,Digivolution Requirement - Weight,Digivolution Requirement - Happiness,Digivolution Requirement - Discipline,Digivolution Requirement - Battles Won,Digivolution Requirement - Techniques,Digivolution Requirement - Max Battles,Digivolution Requirement - Max Care Mistakes,Digivoluton - From #1,Digivoluton - From #2,Digivoluton - From #3,Digivoluton - From #4,Digivoluton - From #5,Digivoluton - To #1,Digivoluton - To #2,Digivoluton - To #3,Digivoluton - To #4,Digivoluton - To #5,Digivoluton - To #6
Betamon,"Betamon","Betamon","DigiSnapper","Rookie","Virus","Ice","None","Air","Groogy","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Betamon.DigimonSprite_Betamon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Betamon/SkeletalMesh_Betamon.SkeletalMesh_Betamon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Betamon/Animation_Betamon.Animation_Betamon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Betamon/DigimonMaterial_Betamon.DigimonMaterial_Betamon'"")","4","15","40","22","5","1","24","0","100","1.000000","J_center","J_ago","J_center","J_hiji_R","J_hiji_L","None","None","None","None","None","0","5","9","14","19","-1","-1","-1","18","20","32","34","35","36","37","-1","-1","-1","-1","-1","-1","-1","-1","-1","18","65","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_attack01.Betamon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_attack02.Betamon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_special01.Betamon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_damage.Betamon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_guard.Betamon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_getup.Betamon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_down.Betamon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_win.Betamon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_eat.Betamon_Anim_eat'","1000","500","50","100","50","50","Tanemon","1","1","-1","1","-1","-1","0","15","-1","-1","-2","-1","False","False","Tanemon","None","None","None","None","Seadramon","Whamon","Shellmon","Coelamon","None","None"
ModokiBetamon,"ModokiBetamon","ModokiBetamon","DigiSnapper","Rookie","Virus","None","None","None","Groogy","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_ModokiBetamon.DigimonSprite_ModokiBetamon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Betamon/SkeletalMesh_Betamon.SkeletalMesh_Betamon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Betamon/Animation_Betamon.Animation_Betamon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Betamon/DigimonMaterial_ModokiBetamon.DigimonMaterial_ModokiBetamon'"")","0","15","80","0","0","1","24","0","100","1.000000","J_center","J_ago","J_center","J_hiji_R","J_hiji_L","None","None","None","None","None","-1","-1","-1","-1","-1","-1","-1","-1","18","20","32","34","35","36","37","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_attack01.Betamon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_attack02.Betamon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_special01.Betamon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_damage.Betamon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_guard.Betamon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_getup.Betamon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_down.Betamon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_win.Betamon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Betamon/Betamon_Anim_eat.Betamon_Anim_eat'","-1","-1","-1","-1","-1","-1","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","None","None","None","None","None","None"
Birdramon,"Birdramon","Birdramon","RedBerry","Champion","Vaccine","Fire","Air","None","Day","Offense and Speed","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Birdramon.DigimonSprite_Birdramon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Birdramon/SkeletalMesh_Birdramon.SkeletalMesh_Birdramon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Birdramon/Animation_Birdramon.Animation_Birdramon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Birdramon/DigimonMaterial_Birdramon.DigimonMaterial_Birdramon'"")","0","20","80","35","8","1","36","0","400","1.000000","J_head","J_ago","J_center","None","None","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00011.SL_00011'","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/Eating01.Eating01'","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/VLALL_00022.VLALL_00022'","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/VLALL_00022.VLALL_00022'","None","2","6","11","16","21","-1","-1","-1","0","1","2","3","4","5","7","17","21","23","-1","-1","-1","-1","-1","-1","2","93","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_attack01.Birdramon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_attack02.Birdramon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_special01.Birdramon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_damage.Birdramon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_guard.Birdramon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_getup.Birdramon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_down.Birdramon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_win.Birdramon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_eat.Birdramon_Anim_eat'","1500","1500","150","100","250","150","Piyomon","-1","-1","-1","-1","100","-1","3","20","-1","-1","-1","35","False","False","Agumon","Piyomon","None","None","None","Phoenixmon","None","None","None","None","None"
Saberdramon,"Saberdramon","Saberdramon","RedBerry","Champion","Virus","Ice","Air","None","Day","Offense and Speed","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Birdramon.DigimonSprite_Birdramon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Birdramon/SkeletalMesh_Birdramon.SkeletalMesh_Birdramon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Birdramon/Animation_Birdramon.Animation_Birdramon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Birdramon/DigimonMaterial_Saberdramon.DigimonMaterial_Saberdramon'"")","0","20","80","35","8","1","36","0","400","1.000000","J_head","J_ago","J_center","None","None","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00011.SL_00011'","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/Eating01.Eating01'","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/VLALL_00022.VLALL_00022'","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/VLALL_00022.VLALL_00022'","None","2","6","11","16","21","-1","-1","-1","0","1","2","3","4","5","7","17","21","23","-1","-1","-1","-1","-1","-1","2","93","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_attack01.Birdramon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_attack02.Birdramon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_special01.Birdramon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_damage.Birdramon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_guard.Birdramon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_getup.Birdramon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_down.Birdramon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_win.Birdramon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Birdramon/Birdramon_Anim_eat.Birdramon_Anim_eat'","1500","1500","150","100","250","150","Piyomon","-1","-1","-1","-1","100","-1","3","20","-1","-1","-1","35","False","False","Agumon","Piyomon","None","None","None","Phoenixmon","None","None","None","None","None"
Botamon,"Botamon","Botamon","None","Fresh","Data","Fire","None","None","N/A Baby","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Botamon.DigimonSprite_Botamon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Botamon/SkeletalMesh_Botamon.SkeletalMesh_Botamon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Botamon/Animation_Botamon.Animation_Botamon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Botamon/DigimonMaterial_Botamon.DigimonMaterial_Botamon'"")","8","5","25","6","3","1","18","0","50","1.300000","J_face2","J_face2","J_center","J_center","J_center","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00008.SL_00008'","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/Eating01.Eating01'","None","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/VLALL_00001.VLALL_00001'","None","-1","-1","-1","-1","-1","-1","-1","-1","56","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","56","-1","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Botamon/Botamon_Anim_attack01.Botamon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Botamon/Botamon_Anim_attack02.Botamon_Anim_attack02'","None","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Botamon/Botamon_Anim_damage.Botamon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Botamon/Botamon_Anim_guard.Botamon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Botamon/Botamon_Anim_getup.Botamon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Botamon/Botamon_Anim_down.Botamon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Botamon/Botamon_Anim_win.Botamon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Botamon/Botamon_Anim_eat.Botamon_Anim_eat'","-1","-1","-1","-1","-1","10","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","Koromon","None","None","None","None","None"
Centarumon,"Centarumon","Centarumon","SpeedLeaf","Champion","Data","Fire","Battle","None","Day","MP and Brains","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Centarumon.DigimonSprite_Centarumon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Centarumon/Centarumon2.Centarumon2'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Centarumon/Animation_Centarumon.Animation_Centarumon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Centarumon/body_0_b.body_0_b'"")","0","30","80","40","8","1","36","0","300","2.000000","None","None","None","None","None","None","None","None","None","None","2","6","11","16","21","-1","-1","-1","0","1","2","3","4","5","7","9","12","13","-1","-1","-1","-1","-1","-1","2","85","None","None","None","None","None","None","None","None","None","None","1500","1500","150","150","150","250","None","-1","-1","-1","-1","-1","100","3","30","-1","60","-1","28","False","True","Agumon","Gabumon","None","None","None","Andromon","Giromon","None","None","None","None"
Cherrymon,"Cherrymon","Jureimon","None","Ultimate","Virus","Earth","None","Air","Day","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Cherrymon.DigimonSprite_Cherrymon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Cherrymon/SkeletalMesh_Cherrymon.SkeletalMesh_Cherrymon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Cherrymon/Animation_Cherrymon.Animation_Cherrymon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Cherrymon/DigimonMaterial_Cherrymon.DigimonMaterial_Cherrymon'"")","0","40","80","34","0","1","36","0","500","1.800000","J_hara","J_ago","J_center","J_kakato_a_R","J_kakato_a_L","None","None","None","None","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Cherrymon/Cherrymon_Anim_attack01.Cherrymon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Cherrymon/Cherrymon_Anim_attack02.Cherrymon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Cherrymon/Cherrymon_Anim_special01.Cherrymon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Cherrymon/Cherrymon_Anim_damage.Cherrymon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Cherrymon/Cherrymon_Anim_guard.Cherrymon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Cherrymon/Cherrymon_Anim_getup.Cherrymon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Cherrymon/Cherrymon_Anim_down.Cherrymon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Cherrymon/Cherrymon_Anim_win.Cherrymon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Cherrymon/Cherrymon_Anim_eat.Cherrymon_Anim_eat'","-1","-1","-1","-1","-1","-1","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","None","None","None","None","None","None"
Coelamon,"Coelamon","Coelamon","DigiTrout","Champion","Data","Ice","None","Earth","Sleepy","Offense and Speed","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Coelamon.DigimonSprite_Coelamon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Coelamon/SkeletalMesh_Coelamon.SkeletalMesh_Coelamon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Coelamon/Animation_Coelamon.Animation_Coelamon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Coelamon/DigimonMaterial_Coelamon.DigimonMaterial_Coelamon'"")","4","30","80","35","7","1","36","0","200","1.000000","None","None","None","None","None","None","None","None","None","None","4","8","13","18","23","-1","-1","-1","27","29","30","32","33","34","35","36","37","39","-1","-1","-1","-1","-1","-1","39","102","None","None","None","None","None","None","None","None","None","None","1500","1500","150","200","150","150","None","-1","-1","-1","100","-1","-1","3","30","-1","-1","5","35","True","False","Palmon","Betamon","None","None","None","MegaSeadramon","None","None","None","None","None"
Devimon,"Devimon","Devimon","DeluxeMushroom","Champion","Virus","Battle","Air","Ice","Sunset","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Devimon.DigimonSprite_Devimon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Devimon/SkeletalMesh_Devimon.SkeletalMesh_Devimon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Devimon/Animation_Devimon.Animation_Devimon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Devimon/DigimonMaterial_Devimon.DigimonMaterial_Devimon'"",""/Script/Engine.Material'/Game/Digimon/Characters/Devimon/DigimonMaterial_Devimon.DigimonMaterial_Devimon'"")","6","20","80","30","6","1","36","0","300","1.100000","J_head","J_mouth","J_chest","J_feet_r_1","J_feet_l_1","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00012.SL_00012'","None","None","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/VLALL_00019.VLALL_00019'","None","4","9","14","18","23","-1","-1","-1","9","10","11","12","13","14","16","17","18","19","32","33","-1","-1","-1","-1","11","61","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_attack01.Devimon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_attack02.Devimon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_special01.Devimon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_damage.Devimon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_guard.Devimon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_getup.Devimon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_down.Devimon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_win.Devimon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_eat.Devimon_Anim_eat'","-1","-1","-1","-1","-1","10","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","SkullGreymon","Megadramon","None","None","None","None"
IceDevimon,"IceDevimon","IceDevimon","DeluxeMushroom","Champion","Virus","Ice","Battle","None","Night","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_IceDevimon.DigimonSprite_IceDevimon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Devimon/SkeletalMesh_Devimon.SkeletalMesh_Devimon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Devimon/Animation_Devimon.Animation_Devimon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Devimon/DigimonMaterial_IceDevimon.DigimonMaterial_IceDevimon'"",""/Script/Engine.Material'/Game/Digimon/Characters/Devimon/DigimonMaterial_IceDevimon.DigimonMaterial_IceDevimon'"")","0","20","80","0","0","1","36","0","300","1.100000","J_head","J_mouth","J_chest","J_feet_r_1","J_feet_l_1","None","None","None","None","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_attack01.Devimon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_attack02.Devimon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_special01.Devimon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_damage.Devimon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_guard.Devimon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_getup.Devimon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_down.Devimon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_win.Devimon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Devimon/Devimon_Anim_eat.Devimon_Anim_eat'","-1","-1","-1","-1","-1","-1","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","None","None","None","None","None","None"
Digitamamon,"Digitamamon","Digitamamon","ChainMelon","Ultimate","Data","Fire","Air","Ice","Day","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Digitamamon.DigimonSprite_Digitamamon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Digitamamon/SkeletalMesh_Digitamamon.SkeletalMesh_Digitamamon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Digitamamon/Animation_Digitamamon.Animation_Digitamamon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Digitamamon/DigimonMaterial_Digitamamon.DigimonMaterial_Digitamamon'"")","6","10","80","50","14","1","36","0","200","1.300000","J_center","J_center","J_center","J_tuma_R","J_tuma_L","None","None","None","None","None","0","3","6","9","12","15","18","21","0","1","2","3","4","5","6","7","16","17","18","22","23","37","39","-1","2","95","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Digitamamon/Digitamamon_Anim_attack01.Digitamamon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Digitamamon/Digitamamon_Anim_attack02.Digitamamon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Digitamamon/Digitamamon_Anim_special01.Digitamamon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Digitamamon/Digitamamon_Anim_damage.Digitamamon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Digitamamon/Digitamamon_Anim_guard.Digitamamon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Digitamamon/Digitamamon_Anim_getup.Digitamamon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Digitamamon/Digitamamon_Anim_down.Digitamamon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Digitamamon/Digitamamon_Anim_win.Digitamamon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Digitamamon/Digitamamon_Anim_eat.Digitamamon_Anim_eat'","5000","5000","600","600","600","500","None","4000","4000","400","400","400","300","0","10","-1","-1","100","49","False","True","Nanimon","None","None","None","None","None","None","None","None","None","None"
Elecmon,"Elecmon","Elecmon","DigiAnchovy","Rookie","Data","Air","None","Battle","Day","Offense and Speed","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Elecmon.DigimonSprite_Elecmon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Elecmon/SkeletalMesh_Elecmon.SkeletalMesh_Elecmon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Elecmon/Animation_Elecmon.Animation_Elecmon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Elecmon/DigimonMaterial_Elecmon.DigimonMaterial_Elecmon'"")","5","15","40","23","6","1","24","0","100","1.000000","J_center","J_atama","J_center","J_tuma_R","J_tuma_L","None","None","None","None","None","1","5","9","13","17","21","-1","-1","9","12","13","18","19","20","21","-1","-1","-1","-1","-1","-1","-1","-1","-1","18","100","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Elecmon/Elecmon_Anim_attack01.Elecmon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Elecmon/Elecmon_Anim_attack02.Elecmon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Elecmon/Elecmon_Anim_special01.Elecmon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Elecmon/Elecmon_Anim_damage.Elecmon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Elecmon/Elecmon_Anim_guard.Elecmon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Elecmon/Elecmon_Anim_getup.Elecmon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Elecmon/Elecmon_Anim_down.Elecmon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Elecmon/Elecmon_Anim_win.Elecmon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Elecmon/Elecmon_Anim_eat.Elecmon_Anim_eat'","500","500","100","50","100","50","Tsunomon","1","-1","1","-1","1","-1","0","15","-1","-1","-2","-1","False","False","Tsunomon","None","None","None","None","Leomon","Angemon","Bakemon","Kokatorimon","None","None"
